,election_year,election_type,Candidate Name,CanNameLast,CanNameFirst,Party,Office,District,Candidate_expenditure,Race_expenditure,Won_general,Place_general,VoteShare_general,TotalCanVotes_general,RaceVoterPool_general,Won_primary,Place_primary,VoteShare_primary,TotalCanVotes_primary,RaceVoterPool_primary,Won_runoff,Place_runoff,VoteShare_runoff,TotalCanVotes_runoff,RaceVoterPool_runoff
1104,2020,General,"Ighodaro, Erhabor ",Ighodaro,Erhabor ,DEM,STS,35,113059.44,696812.0,,,,,,0.0,4.0,0.14796254987589932,9419.0,63658.0,,,,,
1132,2020,General,"Watson, Barbara ",Watson,Barbara ,DEM,STS,35,88561.3,696812.0,,,,,,0.0,3.0,0.14871657922020798,9467.0,63658.0,,,,,
1193,2020,General,"Campbell, Daphne ",Campbell,Daphne ,DEM,STS,35,37716.65,696812.0,,,,,,0.0,2.0,0.1557384774890823,9914.0,63658.0,,,,,
1247,2020,General,"Stafford, Cynthia Ann",Stafford,Cynthia Ann,DEM,STS,35,18709.26,696812.0,,,,,,0.0,5.0,0.09577743567187157,6097.0,63658.0,,,,,
1315,2020,General,"Harbin, Wilbur ",Harbin,Wilbur ,DEM,STS,35,7996.46,696812.0,,,,,,0.0,6.0,0.019007823054447204,1210.0,63658.0,,,,,
1063,2020,General,"Fresen, Erik ",Fresen,Erik ,REP,STS,37,160405.65,1106653.9100000001,,,,,,,,,,,,,,,
1082,2020,General,"Garcia, Ileana ",Garcia,Ileana ,REP,STS,37,139916.2,1106653.9100000001,1.0,1.0,0.4852743379249571,104630.0,215610.0,,,,,,,,,,
1296,2020,General,"Regalado, Raquel A.",Regalado,Raquel A.,REP,STS,37,10500.0,1106653.9100000001,,,,,,,,,,,,,,,
1383,2020,General,"Rodriguez, Alex ",Rodriguez,Alex ,NPA,STS,37,2000.0,1106653.9100000001,0.0,3.0,0.029599740271787023,6382.0,215610.0,,,,,,,,,,
935,2020,General,"Rodriguez, Jose Javier",Rodriguez,Jose Javier,DEM,STS,37,793832.06,1106653.9100000001,0.0,2.0,0.48512592180325587,104598.0,215610.0,,,,,,,,,,
934,2020,General,"Rodriguez, Ana Maria",Rodriguez,Ana Maria,REP,STS,39,861103.38,1715588.4,1.0,1.0,0.5557324697521702,123556.0,222330.0,,,,,,,,,,
1039,2020,General,"Nunez, Jeanette M.",Nunez,Jeanette M.,REP,STS,39,196300.2,1715588.4,,,,,,,,,,,,,,,
1332,2020,General,"Chirino, Angie ",Chirino,Angie ,REP,STS,39,6165.46,1715588.4,,,,,,,,,,,,,,,
1384,2020,General,"Alfonso, Celso D.",Alfonso,Celso D.,NPA,STS,39,2000.0,1715588.4,0.0,3.0,0.01636756173255971,3639.0,222330.0,,,,,,,,,,
944,2020,General,"Fernandez, Javier E.",Fernandez,Javier E.,DEM,STS,39,535208.72,1715588.4,0.0,2.0,0.42789996851527007,95135.0,222330.0,1.0,1.0,0.5909961364018143,17591.0,29765.0,,,,,
1126,2020,General,"Hochkammer, Anna ",Hochkammer,Anna ,DEM,STS,39,92018.0,1715588.4,,,,,,,,,,,,,,,
1231,2020,General,"Horton-Diaz, Daniel ""Dan""",Horton-Diaz,"Daniel ""Dan""",DEM,STS,39,22792.64,1715588.4,,,,,,0.0,2.0,0.4090038635981858,12174.0,29765.0,,,,,
1422,2020,Senate_20,"Burgess, Danny ",Burgess,Danny ,REP,STS,20,504305.0,643121.94,1.0,1.0,0.5482438480479457,141607.0,258292.0,,,,,,,,,,
1423,2020,Senate_20,"Lewis, Kathy ",Lewis,Kathy ,DEM,STS,20,138816.94,643121.94,0.0,2.0,0.45175615195205426,116685.0,258292.0,,,,,,,,,,
1424,2019,House_7_and_38,"Shoaf, Jason ",Shoaf,Jason ,REP,STR,7,267025.15,523128.77,1.0,1.0,0.7130306567549303,11606.0,16277.0,1.0,1.0,0.4895010395010395,4709.0,9620.0,,,,,
1425,2019,House_7_and_38,"Watkins, Mike ",Watkins,Mike ,REP,STR,7,214317.0,523128.77,,,,,,0.0,2.0,0.27266112266112263,2623.0,9620.0,,,,,
1430,2019,House_7_and_38,"Bell, Lynda ",Bell,Lynda ,REP,STR,7,23090.0,523128.77,,,,,,0.0,3.0,0.19542619542619544,1880.0,9620.0,,,,,
1432,2019,House_7_and_38,"Fuller, Virginia ",Fuller,Virginia ,REP,STR,7,5549.84,523128.77,,,,,,0.0,4.0,0.042411642411642414,408.0,9620.0,,,,,
1431,2019,House_7_and_38,"Terrell, Ryan ",Terrell,Ryan ,DEM,STR,7,13146.78,523128.77,0.0,2.0,0.28696934324506973,4671.0,16277.0,,,,,,,,,,
1426,2019,House_7_and_38,"Maggard, Randy ",Maggard,Randy ,REP,STR,38,213501.0,343714.93,1.0,1.0,0.5558316957577158,9617.0,17302.0,1.0,1.0,0.6188911704312114,4521.0,7305.0,,,,,
1428,2019,House_7_and_38,"McCallister, David ""Mac""",McCallister,"David ""Mac""",REP,STR,38,89187.72,343714.93,,,,,,0.0,2.0,0.3811088295687885,2784.0,7305.0,,,,,
1429,2019,House_7_and_38,"Smith, Kelly ",Smith,Kelly ,DEM,STR,38,41026.21,343714.93,0.0,2.0,0.44416830424228415,7685.0,17302.0,,,,,,,,,,
1427,2019,House_7_and_38,"Daley, Dan ",Daley,Dan ,DEM,STR,97,139821.16,139821.16,,,,,,,,,,,,,,,
1442,2018,General,"Troutman, Baxter ",Troutman,Baxter ,REP,AGR,999,3541449.05,9167402.57,,,,,,0.0,3.0,0.2600411728439163,393098.0,1511676.0,,,,,
1445,2018,General,"Grimsley, Denise ",Grimsley,Denise ,REP,AGR,999,1702414.42,9167402.57,,,,,,0.0,2.0,0.26627729751613444,402525.0,1511676.0,,,,,
1446,2018,General,"Caldwell, Matt ",Caldwell,Matt ,REP,AGR,999,1688346.66,9167402.57,0.0,2.0,0.4995810354807669,4026201.0,8059155.0,1.0,1.0,0.34600734548937734,523051.0,1511676.0,,,,,
1454,2018,General,"Paulson, Paul ",Paulson,Paul ,REP,AGR,999,723137.71,9167402.57,,,,,,,,,,,,,,,
1724,2018,General,"McCalister, Mike ",McCalister,Mike ,REP,AGR,999,24324.32,9167402.57,,,,,,0.0,4.0,0.12767418415057194,193002.0,1511676.0,,,,,
1447,2018,General,"Fried, Nicole ""Nikki""",Fried,"Nicole ""Nikki""",DEM,AGR,999,1244948.9,9167402.57,1.0,1.0,0.5004189645192331,4032954.0,8059155.0,1.0,1.0,0.5864920842182096,826009.0,1408389.0,,,,,
1545,2018,General,"Walker, Roy David",Walker,Roy David,DEM,AGR,999,180873.64,9167402.57,,,,,,0.0,2.0,0.2549586797397594,359081.0,1408389.0,,,,,
1654,2018,General,"Porter, Jeffrey Duane",Porter,Jeffrey Duane,DEM,AGR,999,58077.61,9167402.57,,,,,,0.0,3.0,0.158549236042031,223299.0,1408389.0,,,,,
1834,2018,General,"Christine, Michael Damian",Christine,Michael Damian,DEM,AGR,999,3628.61,9167402.57,,,,,,,,,,,,,,,
1903,2018,General,"Sohn, Daniel ",Sohn,Daniel ,DEM,AGR,999,201.65,9167402.57,,,,,,,,,,,,,,,
1440,2018,General,"White, Frank ",White,Frank ,REP,ATG,999,4548379.7,12409919.18,,,,,,0.0,2.0,0.4319944411923617,670823.0,1552851.0,,,,,
1441,2018,General,"Moody, Ashley ",Moody,Ashley ,REP,ATG,999,4240582.8,12409919.18,1.0,1.0,0.5210719535526189,4232532.0,8122740.0,1.0,1.0,0.5680055588076384,882028.0,1552851.0,,,,,
1448,2018,General,"Fant, Jay ",Fant,Jay ,REP,ATG,999,1027613.0,12409919.18,,,,,,,,,,,,,,,
1573,2018,General,"Spano, Ross ",Spano,Ross ,REP,ATG,999,136525.0,12409919.18,,,,,,,,,,,,,,,
1759,2018,General,"Siskind, Jeffrey Marc",Siskind,Jeffrey Marc,NPA,ATG,999,15502.73,12409919.18,0.0,3.0,0.01788756010902725,145296.0,8122740.0,,,,,,,,,,
1444,2018,General,"Shaw, Sean ",Shaw,Sean ,DEM,ATG,999,2212171.9,12409919.18,0.0,2.0,0.4610404863383538,3744912.0,8122740.0,1.0,1.0,0.737574292571708,1031640.0,1398693.0,,,,,
1526,2018,General,"Torrens, Ryan ",Torrens,Ryan ,DEM,ATG,999,229144.05,12409919.18,,,,,,0.0,2.0,0.26242570742829197,367053.0,1398693.0,,,,,
1920,2018,General,"Dembinsky, Richard Paul",Dembinsky,Richard Paul,WRI,CFO,999,0.0,3347935.48,0.0,3.0,3.700907831444957e-05,297.0,8025058.0,,,,,,,,,,
1443,2018,General,"Patronis, Jimmy ",Patronis,Jimmy ,REP,CFO,999,2410439.0,3347935.48,1.0,1.0,0.5174069769963033,4152221.0,8025058.0,,,,,,,,,,
1450,2018,General,"Ring, Jeremy ",Ring,Jeremy ,DEM,CFO,999,937496.48,3347935.48,0.0,2.0,0.4825560139253822,3872540.0,8025058.0,,,,,,,,,,
1847,2018,General,"Knox, Anthony ""Tony""",Knox,"Anthony ""Tony""",WRI,GOV,999,2553.36,118314524.69,,,,,,,,,,,,,,,
1856,2018,General,"Wilds, Ellen Marie",Wilds,Ellen Marie,WRI,GOV,999,2100.0,118314524.69,,,,,,,,,,,,,,,
1883,2018,General,"Johnson, Hal ",Johnson,Hal ,WRI,GOV,999,1300.0,118314524.69,0.0,7.0,7.420418144211812e-06,61.0,8220561.0,,,,,,,,,,
1436,2018,General,"DeSantis, Ron ",DeSantis,Ron ,REP,GOV,999,13864336.92,118314524.69,1.0,1.0,0.4958525336652815,4076186.0,8220561.0,1.0,1.0,0.564875434923594,916298.0,1622124.0,,,,,
1437,2018,General,"Putnam, Adam H.",Putnam,Adam H.,REP,GOV,999,8001905.82,118314524.69,,,,,,0.0,2.0,0.36527293844367015,592518.0,1622124.0,,,,,
1461,2018,General,"Latvala, Jack ",Latvala,Jack ,REP,GOV,999,523339.5,118314524.69,,,,,,,,,,,,,,,
1592,2018,General,"White, Bob ",White,Bob ,REP,GOV,999,103739.06,118314524.69,,,,,,0.0,3.0,0.02016491957458246,32710.0,1622124.0,,,,,
1710,2018,General,"Nathan, Bruce ",Nathan,Bruce ,REP,GOV,999,28893.88,118314524.69,,,,,,0.0,6.0,0.00897342003447332,14556.0,1622124.0,,,,,
1747,2018,General,"Baldauf, Don ",Baldauf,Don ,REP,GOV,999,18705.96,118314524.69,,,,,,0.0,7.0,0.008120834165575505,13173.0,1622124.0,,,,,
1785,2018,General,"Mercadante, John Joseph",Mercadante,John Joseph,REP,GOV,999,10127.12,118314524.69,,,,,,0.0,8.0,0.007180092274080157,11647.0,1622124.0,,,,,
1801,2018,General,"Devine, Timothy M.",Devine,Timothy M.,REP,GOV,999,7852.33,118314524.69,,,,,,0.0,4.0,0.013180250091854877,21380.0,1622124.0,,,,,
1802,2018,General,"Langford, Bob ",Langford,Bob ,REP,GOV,999,7816.38,118314524.69,,,,,,0.0,5.0,0.012232110492169527,19842.0,1622124.0,,,,,
1826,2018,General,"Wilson, Nathan Dale",Wilson,Nathan Dale,REP,GOV,999,4795.12,118314524.69,,,,,,,,,,,,,,,
1845,2018,General,"Jain, Usha ",Jain,Usha ,REP,GOV,999,2659.75,118314524.69,,,,,,,,,,,,,,,
1886,2018,General,"Rivera, Angel Luis",Rivera,Angel Luis,REP,GOV,999,1018.0,118314524.69,,,,,,,,,,,,,,,
1640,2018,General,"Richardson, Darcy G.",Richardson,Darcy G.,REF,GOV,999,67783.0,118314524.69,0.0,3.0,0.00573440182488762,47140.0,8220561.0,,,,,,,,,,
1582,2018,General,"Herman, Raphael ",Herman,Raphael ,NPA,GOV,999,119090.0,118314524.69,,,,,,,,,,,,,,,
1733,2018,General,"Gibson, Kyle ""KC""",Gibson,"Kyle ""KC""",NPA,GOV,999,21887.65,118314524.69,0.0,4.0,0.0029572190997670354,24310.0,8220561.0,,,,,,,,,,
1807,2018,General,"Stanley, Bruce ",Stanley,Bruce ,NPA,GOV,999,7265.04,118314524.69,0.0,6.0,0.0017644781177343007,14505.0,8220561.0,,,,,,,,,,
1823,2018,General,"Foley, Ryan Christopher",Foley,Ryan Christopher,NPA,GOV,999,5210.95,118314524.69,0.0,5.0,0.0017796838926199805,14630.0,8220561.0,,,,,,,,,,
1800,2018,General,"Wiseman, Randy ",Wiseman,Randy ,LPF,GOV,999,7882.88,118314524.69,,,,,,,,,,,,,,,
1433,2018,General,"Greene, Jeff ",Greene,Jeff ,DEM,GOV,999,37824580.83,118314524.69,,,,,,0.0,4.0,0.10066193175087464,152955.0,1519492.0,,,,,
1434,2018,General,"Levine, Philip ",Levine,Philip ,DEM,GOV,999,28928385.56,118314524.69,,,,,,0.0,3.0,0.203226473058101,308801.0,1519492.0,,,,,
1435,2018,General,"Gillum, Andrew ",Gillum,Andrew ,DEM,GOV,999,16443469.02,118314524.69,0.0,2.0,0.49190353310437085,4043723.0,8220561.0,1.0,1.0,0.34364379674259554,522164.0,1519492.0,,,,,
1438,2018,General,"King, Chris ",King,Chris ,DEM,GOV,999,6358661.16,118314524.69,,,,,,0.0,5.0,0.024755642017200485,37616.0,1519492.0,,,,,
1439,2018,General,"Graham, Gwen ",Graham,Gwen ,DEM,GOV,999,5917198.93,118314524.69,,,,,,0.0,2.0,0.3125222113706423,474875.0,1519492.0,,,,,
1771,2018,General,"Wetherbee, John ",Wetherbee,John ,DEM,GOV,999,14150.0,118314524.69,,,,,,0.0,6.0,0.00949396245587341,14426.0,1519492.0,,,,,
1786,2018,General,"Davis, Henry E.",Davis,Henry E.,DEM,GOV,999,10000.09,118314524.69,,,,,,,,,,,,,,,
1803,2018,General,"Lundmark, Alex ""Lundy""",Lundmark,"Alex ""Lundy""",DEM,GOV,999,7816.38,118314524.69,,,,,,0.0,7.0,0.005695982604712628,8655.0,1519492.0,,,,,
1484,2018,General,"Fox, Amira ",Fox,Amira ,REP,STA,20,321837.5,427571.17,1.0,1.0,0.997914726134856,403899.0,404743.0,1.0,1.0,0.5706974363746335,73596.0,128958.0,,,,,
1591,2018,General,"Crowley, Chris ",Crowley,Chris ,REP,STA,20,105733.67,427571.17,,,,,,0.0,2.0,0.4293025636253664,55362.0,128958.0,,,,,
1533,2018,General,"Bydlak, Rebekah ",Bydlak,Rebekah ,REP,STR,1,204994.0,326399.25,,,,,,0.0,2.0,0.45197287628810934,8465.0,18729.0,,,,,
1611,2018,General,"Hill, Mike ",Hill,Mike ,REP,STR,1,88685.0,326399.25,1.0,1.0,0.6078157815781579,40517.0,66660.0,1.0,1.0,0.48091195472262266,9007.0,18729.0,,,,,
1852,2018,General,"Doss, Lisa ",Doss,Lisa ,REP,STR,1,2200.0,326399.25,,,,,,0.0,3.0,0.06711516898926798,1257.0,18729.0,,,,,
1912,2018,General,"Howard, Edwin Beryl",Howard,Edwin Beryl,REP,STR,1,100.0,326399.25,,,,,,,,,,,,,,,
1703,2018,General,"Garrett, Vikki ",Garrett,Vikki ,DEM,STR,1,30270.25,326399.25,0.0,2.0,0.3921842184218422,26143.0,66660.0,1.0,1.0,0.6079260497590717,6182.0,10169.0,,,,,
1906,2018,General,"Mathis, Franscine Cecilia",Mathis,Franscine Cecilia,DEM,STR,1,150.0,326399.25,,,,,,0.0,2.0,0.39207395024092834,3987.0,10169.0,,,,,
1572,2018,General,"Andrade, Alex ",Andrade,Alex ,REP,STR,2,138316.0,147948.29,,,,,,1.0,1.0,0.60490320895766,18530.0,30633.0,,,,,
1791,2018,General,"Merk, Greg ",Merk,Greg ,REP,STR,2,9493.3,147948.29,,,,,,0.0,2.0,0.39509679104233997,12103.0,30633.0,,,,,
1907,2018,General,"Guillory, Raymond Clayton",Guillory,Raymond Clayton,DEM,STR,2,138.99,147948.29,,,,,,,,,,,,,,,
1563,2018,General,"Williamson, Jayer ",Williamson,Jayer ,REP,STR,3,160800.0,163797.88,1.0,1.0,0.7861001317523056,59665.0,75900.0,,,,,,,,,,
1885,2018,General,"Osborne, Bobbi ",Osborne,Bobbi ,NPA,STR,3,1187.88,163797.88,0.0,2.0,0.21389986824769433,16235.0,75900.0,,,,,,,,,,
1868,2018,General,"Bansah, Kenneth ",Bansah,Kenneth ,DEM,STR,3,1810.0,163797.88,,,,,,,,,,,,,,,
1549,2018,General,"Ponder, Mel ",Ponder,Mel ,REP,STR,4,177495.0,188195.55,1.0,1.0,0.7213333896182476,51263.0,71067.0,,,,,,,,,,
1897,2018,General,"Cartwright, Tony Dale",Cartwright,Tony Dale,LPF,STR,4,401.8,188195.55,,,,,,,,,,,,,,,
1783,2018,General,"Koelzer, Rebecca ",Koelzer,Rebecca ,DEM,STR,4,10298.75,188195.55,0.0,2.0,0.27866661038175244,19804.0,71067.0,,,,,,,,,,
1651,2018,General,"Drake, Brad ",Drake,Brad ,REP,STR,5,58950.0,58950.0,,,,,,,,,,,,,,,
1881,2018,General,"Davis, William ",Davis,William ,WRI,STR,6,1305.0,115315.79,0.0,2.0,0.004980707142294669,253.0,50796.0,,,,,,,,,,
1584,2018,General,"Trumbull, Jay ",Trumbull,Jay ,REP,STR,6,114010.79,115315.79,1.0,1.0,0.9950192928577053,50543.0,50796.0,,,,,,,,,,
1612,2018,General,"Beshears, Halsey W.",Beshears,Halsey W.,REP,STR,7,88550.0,88550.0,,,,,,,,,,,,,,,
1695,2018,General,"Alexander, Ramon ",Alexander,Ramon ,DEM,STR,8,33250.0,33250.0,,,,,,,,,,,,,,,
1615,2018,General,"Ausley, Loranne ",Ausley,Loranne ,DEM,STR,9,86309.17,86309.17,,,,,,,,,,,,,,,
1575,2018,General,"Brannan, Chuck ",Brannan,Chuck ,REP,STR,10,131589.35,260396.6,1.0,1.0,0.7281243565987235,42438.0,58284.0,1.0,1.0,0.5549381609607457,9288.0,16737.0,,,,,
1598,2018,General,"Vann, Marc ",Vann,Marc ,REP,STR,10,100780.0,260396.6,,,,,,0.0,2.0,0.44506183903925434,7449.0,16737.0,,,,,
1742,2018,General,"Jipson, Merrillee Malwitz",Jipson,Merrillee Malwitz,NPA,STR,10,19797.18,260396.6,0.0,3.0,0.02782924987989843,1622.0,58284.0,,,,,,,,,,
1884,2018,General,"Martin, Fred S.",Martin,Fred S.,NPA,STR,10,1300.0,260396.6,0.0,4.0,0.013605792327225311,793.0,58284.0,,,,,,,,,,
1812,2018,General,"Williams, Ronald W.",Williams,Ronald W.,DEM,STR,10,6930.07,260396.6,0.0,2.0,0.23044060119415277,13431.0,58284.0,,,,,,,,,,
1565,2018,General,"Byrd, Cord ",Byrd,Cord ,REP,STR,11,156118.0,195446.71,1.0,1.0,0.6984873477696276,59706.0,85479.0,1.0,1.0,0.6663481909192872,16041.0,24073.0,,,,,
1798,2018,General,"Zimmerman, Joe ",Zimmerman,Joe ,REP,STR,11,7905.0,195446.71,,,,,,0.0,2.0,0.33365180908071285,8032.0,24073.0,,,,,
1700,2018,General,"Rohrbaugh, Nathcelly Leroy",Rohrbaugh,Nathcelly Leroy,DEM,STR,11,31423.71,195446.71,0.0,2.0,0.3015126522303724,25773.0,85479.0,,,,,,,,,,
1534,2018,General,"Yarborough, Clay ",Yarborough,Clay ,REP,STR,12,204967.0,225995.01,1.0,1.0,0.5922632213188523,38827.0,65557.0,,,,,,,,,,
1736,2018,General,"Yost, Timothy Jon Norris",Yost,Timothy Jon Norris,DEM,STR,12,21028.01,225995.01,0.0,2.0,0.4077367786811477,26730.0,65557.0,,,,,,,,,,
1658,2018,General,"Davis, Tracie ",Davis,Tracie ,DEM,STR,13,55030.0,57105.38,,,,,,,,,,,,,,,
1859,2018,General,"Jackson, Roshanda M.",Jackson,Roshanda M.,DEM,STR,13,2075.38,57105.38,,,,,,,,,,,,,,,
1816,2018,General,"Richardson, Darcy G.",Richardson,Darcy G.,NPA,STR,14,6278.81,114710.61,,,,,,,,,,,,,,,
1637,2018,General,"Daniels, Kimberly ",Daniels,Kimberly ,DEM,STR,14,71524.71,114710.61,,,,,,1.0,1.0,0.5447742928074408,15580.0,28599.0,,,,,
1689,2018,General,"Wright, Paula D.",Wright,Paula D.,DEM,STR,14,36907.09,114710.61,,,,,,0.0,2.0,0.45522570719255917,13019.0,28599.0,,,,,
1486,2018,General,"Duggan, Wyman ",Duggan,Wyman ,REP,STR,15,317593.0,897946.6,1.0,1.0,0.5093149546943987,33107.0,65003.0,1.0,1.0,0.40245796475116485,5960.0,14809.0,,,,,
1650,2018,General,"Zeigler, Mark ",Zeigler,Mark ,REP,STR,15,60121.0,897946.6,,,,,,0.0,3.0,0.2718617057194949,4026.0,14809.0,,,,,
1681,2018,General,"Hogan, Joseph ",Hogan,Joseph ,REP,STR,15,41202.02,897946.6,,,,,,0.0,2.0,0.3256803295293403,4823.0,14809.0,,,,,
1464,2018,General,"Polson, Tracye Ann",Polson,Tracye Ann,DEM,STR,15,479030.58,897946.6,0.0,2.0,0.49068504530560125,31896.0,65003.0,,,,,,,,,,
1516,2018,General,"Fischer, Jason ",Fischer,Jason ,REP,STR,16,256412.62,309670.93,1.0,1.0,0.5854086905980314,46331.0,79143.0,,,,,,,,,,
1662,2018,General,"Organes, Ken ",Organes,Ken ,DEM,STR,16,53258.31,309670.93,0.0,2.0,0.4145913094019686,32812.0,79143.0,,,,,,,,,,
1568,2018,General,"Stevenson, Cyndi ",Stevenson,Cyndi ,REP,STR,17,151491.98,161700.95,1.0,1.0,0.7046637488823003,74867.0,106245.0,,,,,,,,,,
1784,2018,General,"Perkins, Jaime D.",Perkins,Jaime D.,NPA,STR,17,10208.97,161700.95,0.0,2.0,0.2953362511176997,31378.0,106245.0,,,,,,,,,,
1562,2018,General,"Cummings, Travis ",Cummings,Travis ,REP,STR,18,162250.0,164505.0,,,,,,,,,,,,,,,
1850,2018,General,"Willey, Ken ",Willey,Ken ,LPF,STR,18,2255.0,164505.0,,,,,,,,,,,,,,,
1552,2018,General,"Payne, Bobby ",Payne,Bobby ,REP,STR,19,175271.84,185172.84,1.0,1.0,0.7339873241512586,44818.0,61061.0,,,,,,,,,,
1898,2018,General,"Royal, Boyce Mckewn",Royal,Boyce Mckewn,REP,STR,19,350.0,185172.84,,,,,,,,,,,,,,,
1854,2018,General,"Ramsey, Ryan ",Ramsey,Ryan ,LPF,STR,19,2130.0,185172.84,,,,,,,,,,,,,,,
1805,2018,General,"Still, Paul ",Still,Paul ,DEM,STR,19,7421.0,185172.84,0.0,2.0,0.26601267584874144,16243.0,61061.0,,,,,,,,,,
1874,2018,General,"Hutchinson, Lilian Bravo",Hutchinson,Lilian Bravo,REP,STR,20,1500.0,19585.0,,,,,,,,,,,,,,,
1749,2018,General,"Watson, Clovis ",Watson,Clovis ,DEM,STR,20,18085.0,19585.0,,,,,,,,,,,,,,,
1496,2018,General,"Clemons, Chuck ",Clemons,Chuck ,REP,STR,21,292571.09,409097.96,1.0,1.0,0.5142643994546343,39982.0,77746.0,,,,,,,,,,
1626,2018,General,"Haeseler, Jason Lee",Haeseler,Jason Lee,DEM,STR,21,77244.36,409097.96,0.0,2.0,0.4857356005453657,37764.0,77746.0,1.0,1.0,0.5823771790808241,9187.0,15775.0,,,,,
1687,2018,General,"Jethwani, Amol ",Jethwani,Amol ,DEM,STR,21,39127.22,409097.96,,,,,,0.0,2.0,0.4176228209191759,6588.0,15775.0,,,,,
1905,2018,General,"Additon, Joe Gordan",Additon,Joe Gordan,DEM,STR,21,155.29,409097.96,,,,,,,,,,,,,,,
1631,2018,General,"Stone, Charlie ",Stone,Charlie ,REP,STR,22,74918.95,84880.09999999999,1.0,1.0,0.6382872068174024,48386.0,75806.0,1.0,1.0,0.7151722452968483,14636.0,20465.0,,,,,
1844,2018,General,"Smith, Brigitte ",Smith,Brigitte ,REP,STR,22,2661.15,84880.09999999999,1.0,2.0,0.5126937200885577,38673.0,75431.0,0.0,2.0,0.28482775470315175,5829.0,20465.0,,,,,
1806,2018,General,"Parker, Bernard ",Parker,Bernard ,DEM,STR,22,7300.0,84880.09999999999,0.0,3.0,0.3617127931825977,27420.0,75806.0,,,,,,,,,,
1613,2018,General,"McClain, Stan ",McClain,Stan ,REP,STR,23,87398.78,91248.78,1.0,1.0,0.6604069333901478,43396.0,65711.0,,,,,,,,,,
1831,2018,General,"Griffin, Carl ",Griffin,Carl ,DEM,STR,23,3850.0,91248.78,0.0,2.0,0.3395930666098522,22315.0,65711.0,,,,,,,,,,
1494,2018,General,"Renner, Paul ",Renner,Paul ,REP,STR,24,293875.0,316770.04,1.0,1.0,0.6104635715688427,52846.0,86567.0,,,,,,,,,,
1729,2018,General,"Morley, Adam ",Morley,Adam ,DEM,STR,24,22895.04,316770.04,0.0,2.0,0.3895364284311574,33721.0,86567.0,,,,,,,,,,
1506,2018,General,"Leek, Tom ",Leek,Tom ,REP,STR,25,265789.6,301657.49,1.0,1.0,0.5904737658810979,48707.0,82488.0,,,,,,,,,,
1827,2018,General,"Hannoush, Joseph ""Joe""",Hannoush,"Joseph ""Joe""",LPF,STR,25,4336.71,301657.49,0.0,3.0,0.016996411599262923,1402.0,82488.0,,,,,,,,,,
1699,2018,General,"Tripp, Kathleen ""Katie""",Tripp,"Kathleen ""Katie""",DEM,STR,25,31531.18,301657.49,0.0,2.0,0.3925298225196392,32379.0,82488.0,,,,,,,,,,
1589,2018,General,"Fetterhoff, Elizabeth ",Fetterhoff,Elizabeth ,REP,STR,26,107206.0,248810.61,1.0,1.0,0.5004987001095506,30610.0,61159.0,1.0,1.0,0.5035492069056174,5746.0,11411.0,,,,,
1819,2018,General,"Cantu, Michael ",Cantu,Michael ,REP,STR,26,5850.0,248810.61,,,,,,0.0,2.0,0.4964507930943826,5665.0,11411.0,,,,,
1901,2018,General,"Baker, Kyle ",Baker,Kyle ,LPF,STR,26,267.0,248810.61,,,,,,,,,,,,,,,
1585,2018,General,"Henry, Patrick ",Henry,Patrick ,DEM,STR,26,112202.0,248810.61,0.0,2.0,0.4995012998904495,30549.0,61159.0,1.0,1.0,0.6730364128799278,8946.0,13292.0,,,,,
1727,2018,General,"Williamson, Percy L.",Williamson,Percy L.,DEM,STR,26,23285.61,248810.61,,,,,,0.0,2.0,0.32696358712007223,4346.0,13292.0,,,,,
1511,2018,General,"Santiago, David ",Santiago,David ,REP,STR,27,260973.94,443141.58,1.0,1.0,0.5558226782022816,36298.0,65305.0,,,,,,,,,,
1587,2018,General,"McBride, William ",McBride,William ,REP,STR,27,110510.19,443141.58,,,,,,,,,,,,,,,
1913,2018,General,"Wilson, Wesley Wayne",Wilson,Wesley Wayne,LPF,STR,27,100.0,443141.58,,,,,,,,,,,,,,,
1674,2018,General,"Lawrence, Carol ",Lawrence,Carol ,DEM,STR,27,45752.74,443141.58,0.0,2.0,0.4441773217977184,29007.0,65305.0,1.0,1.0,0.7019804794845068,7408.0,10553.0,,,,,
1725,2018,General,"Henrichsen, Neil ",Henrichsen,Neil ,DEM,STR,27,24162.95,443141.58,,,,,,0.0,2.0,0.29801952051549324,3145.0,10553.0,,,,,
1872,2018,General,"Basil, Tyran Rayaad",Basil,Tyran Rayaad,DEM,STR,27,1641.76,443141.58,,,,,,,,,,,,,,,
1500,2018,General,"Smith, David ",Smith,David ,REP,STR,28,283809.0,346821.66000000003,1.0,1.0,0.5126937200885577,38673.0,75431.0,0.0,1.0,0.28482775470315175,5829.0,20465.0,,,,,
1790,2018,General,"Anderson, Christopher ",Anderson,Christopher ,REP,STR,28,9560.0,346821.66000000003,,,,,,,,,,,,,,,
1663,2018,General,"Mangold, Lee ",Mangold,Lee ,DEM,STR,28,53152.66,346821.66000000003,0.0,2.0,0.48730627991144226,36758.0,75431.0,,,,,,,,,,
1900,2018,General,"Perez, Devin Guillermo",Perez,Devin Guillermo,DEM,STR,28,300.0,346821.66000000003,,,,,,,,,,,,,,,
1548,2018,General,"Plakon, Scott ",Plakon,Scott ,REP,STR,29,177515.0,295251.85,1.0,1.0,0.5101481371450177,37778.0,74053.0,,,,,,,,,,
